index,type,name,resident,streamed,parentStack
1442,image,i_c_zom_zod_zombie_beard_c,283,196608,|mc/mtl_c_zom_zod_zombie_beard|material|c_zom_zod_zombie_head1_1|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1443,material,mc/mtl_c_zom_zod_zombie_beard,1274,0,|c_zom_zod_zombie_head1_1|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1444,xmodelmesh,c_zom_zod_zombie_head1_1_lod05053d69f,568,220480,|c_zom_zod_zombie_head1_1|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1445,xmodel,c_zom_zod_zombie_head1_1,11488,0,|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1446,xmodelmesh,c_zom_zod_zombie_body2_g_upclean_skin1_lod05dc3f0b6,520,277456,|c_zom_zod_zombie_body2_g_upclean_skin1|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1447,xmodel,c_zom_zod_zombie_body2_g_upclean_skin1,3480,0,|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1448,xmodelmesh,c_zom_zod_zombie_body2_g_rarmoff_skin1_lod04a5f7ac5,712,274688,|c_zom_zod_zombie_body2_g_rarmoff_skin1|xmodel|c_zom_zod_zombie2_hat2_skin1|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1449,xmodel,c_zom_zod_zombie_body2_g_rarmoff_skin1,3504,0,|c_zom_zod_zombie2_hat2_skin1|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1450,xmodelmesh,c_zom_zod_zombie_body2_g_larmoff_skin1_lod0ef7160f9,720,279232,|c_zom_zod_zombie_body2_g_larmoff_skin1|xmodel|c_zom_zod_zombie2_hat2_skin1|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1451,xmodel,c_zom_zod_zombie_body2_g_larmoff_skin1,3504,0,|c_zom_zod_zombie2_hat2_skin1|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1452,xmodelmesh,c_zom_zod_zombie_body1_g_lowclean_skin1_lod02ff9c071,432,191504,|c_zom_zod_zombie_body1_g_lowclean_skin1|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1453,xmodel,c_zom_zod_zombie_body1_g_lowclean_skin1,812,0,|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1454,xmodelmesh,c_zom_zod_zombie_body1_g_rlegoff_skin1_lod024d8717a,624,230048,|c_zom_zod_zombie_body1_g_rlegoff_skin1|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1455,xmodel,c_zom_zod_zombie_body1_g_rlegoff_skin1,840,0,|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1456,xmodelmesh,c_zom_zod_zombie_body1_g_llegoff_skin1_lod06a5cd618,616,211440,|c_zom_zod_zombie_body1_g_llegoff_skin1|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1457,xmodel,c_zom_zod_zombie_body1_g_llegoff_skin1,840,0,|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1458,xmodelmesh,c_zom_zod_zombie_body1_g_blegsoff_skin1_lod0f12be7c2,616,249808,|c_zom_zod_zombie_body1_g_blegsoff_skin1|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1459,xmodel,c_zom_zod_zombie_body1_g_blegsoff_skin1,840,0,|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1460,character,c_zom_zod_zombie2_tie_nohat_skin1,34,0,|spawner_zm_zod_zombie4|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1461,image,i_c_zom_zod_zombie_pants_skin2_c,273,1451360,|mc/mtl_c_zom_zod_zombie_pants_skin2|material|c_zom_zod_zombie_body1_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1462,material,mc/mtl_c_zom_zod_zombie_pants_skin2,1041,0,|c_zom_zod_zombie_body1_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1463,image,i_c_zom_zod_zombie_shirt_skin2_c,289,1441792,|mc/mtl_c_zom_zod_zombie_shirt_skin2|material|c_zom_zod_zombie_body2_g_larmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1464,material,mc/mtl_c_zom_zod_zombie_shirt_skin2,1039,0,|c_zom_zod_zombie_body2_g_larmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1465,image,i_c_zom_zod_zombie_jacket_skin2_c,290,1441792,|mc/mtl_c_zom_zod_zombie_jacket_skin2|material|c_zom_zod_zombie_body2_g_larmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1466,material,mc/mtl_c_zom_zod_zombie_jacket_skin2,1038,0,|c_zom_zod_zombie_body2_g_larmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1467,xmodelmesh,c_zom_zod_zombie_body2_skin2_lod05243b31f,704,468960,|c_zom_zod_zombie_body2_skin2|xmodel|c_zom_zod_zombie2_hat1_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1468,xmodel,c_zom_zod_zombie_body2_skin2,3496,0,|c_zom_zod_zombie2_hat1_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1469,image,i_c_zom_zod_zombie_mustache_c,126,208256,|mc/mtl_c_zom_zod_zombie_mustache|material|c_zom_zod_zombie_head1_2|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1470,material,mc/mtl_c_zom_zod_zombie_mustache,1298,0,|c_zom_zod_zombie_head1_2|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1471,xmodelmesh,c_zom_zod_zombie_head1_2_lod024686e5f,568,220480,|c_zom_zod_zombie_head1_2|xmodel|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1472,xmodel,c_zom_zod_zombie_head1_2,6864,0,|c_zom_zod_zombie1_nohat|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1473,xmodelmesh,c_zom_zod_zombie_body2_g_upclean_skin2_lod0e3fcd9c,520,277456,|c_zom_zod_zombie_body2_g_upclean_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1474,xmodel,c_zom_zod_zombie_body2_g_upclean_skin2,3480,0,|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1475,xmodelmesh,c_zom_zod_zombie_body2_g_rarmoff_skin2_lod0a8bbfe74,712,274688,|c_zom_zod_zombie_body2_g_rarmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1476,xmodel,c_zom_zod_zombie_body2_g_rarmoff_skin2,3504,0,|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1477,xmodelmesh,c_zom_zod_zombie_body2_g_larmoff_skin2_lod056b35197,720,279232,|c_zom_zod_zombie_body2_g_larmoff_skin2|xmodel|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1478,xmodel,c_zom_zod_zombie_body2_g_larmoff_skin2,3504,0,|c_zom_zod_zombie2_hat2_skin2|character|spawner_zm_zod_zombie2|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1479,xmodelmesh,c_zom_zod_zombie_body1_g_lowclean_skin2_lod02ff9c071,432,191504,|c_zom_zod_zombie_body1_g_lowclean_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1480,xmodel,c_zom_zod_zombie_body1_g_lowclean_skin2,812,0,|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1481,xmodelmesh,c_zom_zod_zombie_body1_g_rlegoff_skin2_lod06580363b,624,230048,|c_zom_zod_zombie_body1_g_rlegoff_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1482,xmodel,c_zom_zod_zombie_body1_g_rlegoff_skin2,840,0,|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1483,xmodelmesh,c_zom_zod_zombie_body1_g_llegoff_skin2_lod03dc816e,616,211440,|c_zom_zod_zombie_body1_g_llegoff_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1484,xmodel,c_zom_zod_zombie_body1_g_llegoff_skin2,840,0,|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1485,xmodelmesh,c_zom_zod_zombie_body1_g_blegsoff_skin2_lod0f799c2c7,616,249808,|c_zom_zod_zombie_body1_g_blegsoff_skin2|xmodel|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1486,xmodel,c_zom_zod_zombie_body1_g_blegsoff_skin2,840,0,|c_zom_zod_zombie1_hat2_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1487,character,c_zom_zod_zombie2_tie_nohat_skin2,34,0,|spawner_zm_zod_zombie4|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1488,image,i_c_zom_zod_zombie_golfcap_n,45,402784,|mc/mtl_c_zom_zod_zombie_golfcap_skin2|material|c_zom_zod_zombie_hat1_skin2|xmodel|c_zom_zod_zombie1_hat1_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1489,image,i_c_zom_zod_zombie_golfcap_g,277,218440,|mc/mtl_c_zom_zod_zombie_golfcap_skin2|material|c_zom_zod_zombie_hat1_skin2|xmodel|c_zom_zod_zombie1_hat1_skin2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1490,image,i_c_zom_zod_zombie_golfcap_c,285,196608,|mc/mtl_c_zom_zod_zombie_golfcap|material|c_zom_zod_zombie_hat1|xmodel|c_zom_zod_zombie1_hat1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1491,material,mc/mtl_c_zom_zod_zombie_golfcap,1515,0,|c_zom_zod_zombie_hat1|xmodel|c_zom_zod_zombie1_hat1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1492,xmodelmesh,c_zom_zod_zombie_hat1_lod05aead2d1,240,14264,|c_zom_zod_zombie_hat1|xmodel|c_zom_zod_zombie1_hat1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1493,xmodel,c_zom_zod_zombie_hat1,30540,0,|c_zom_zod_zombie1_hat1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1494,scriptbundle,c_zom_zod_zombie_body1_gib_def_hat1,780,0,|c_zom_zod_zombie1_hat1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1495,image,i_c_t7_zom_zod_zombie_vest_n,45,1405696,|mc/mtl_c_t7_zom_zod_zombie_vest_skin2|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1496,image,i_c_t7_zom_zod_zombie_vest_g,277,742728,|mc/mtl_c_t7_zom_zod_zombie_vest_skin2|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1497,image,i_c_t7_zom_zod_zombie_vest_c,285,720896,|mc/mtl_c_t7_zom_zod_zombie_vest|material|c_zom_zod_zombie_body3_g_larmoff|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1498,material,mc/mtl_c_t7_zom_zod_zombie_vest,1529,0,|c_zom_zod_zombie_body3_g_larmoff|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1499,techset,mc/lit_transition_advanced#e6142445,37,0,|mc/mtl_c_zom_zod_zombie_pwatch|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1500,image,i_c_zom_zod_zombie_pwatch_n,300,196632,|mc/mtl_c_zom_zod_zombie_pwatch|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1501,image,i_c_gen_reveal_256_rec_vert_r,31,0,|mc/mtl_c_zom_zod_zombie_pwatch|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1502,material,mc/mtl_c_zom_zod_zombie_pwatch,1592,0,|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1503,image,i_c_zom_zod_zombie_pwatch_chain_n,98,43680,|mc/mtl_c_zom_zod_zombie_pwatch_chain|material|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1504,material,mc/mtl_c_zom_zod_zombie_pwatch_chain,1398,0,|c_zom_zod_zombie_body3_g_upclean_skin2|xmodel|c_zom_zod_zombie3_nohat_skin2|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1505,xmodelmesh,c_zom_zod_zombie_body3_lod0adf53479,800,423376,|c_zom_zod_zombie_body3|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1506,xmodel,c_zom_zod_zombie_body3,3500,0,|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1507,material,mc/mtl_c_zom_zod_zombie_shaved,852,0,|c_zom_zod_zombie_head1_3|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1508,xmodelmesh,c_zom_zod_zombie_head1_3_lod08bad5e8,568,220624,|c_zom_zod_zombie_head1_3|xmodel|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1509,xmodel,c_zom_zod_zombie_head1_3,6864,0,|c_zom_zod_zombie1_nohat_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1510,xmodelmesh,c_zom_zod_zombie_body3_g_upclean_lod0bac7b6d1,520,232176,|c_zom_zod_zombie_body3_g_upclean|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1511,xmodel,c_zom_zod_zombie_body3_g_upclean,3480,0,|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1512,xmodelmesh,c_zom_zod_zombie_body3_g_rarmoff_lod0e786404a,616,246384,|c_zom_zod_zombie_body3_g_rarmoff|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1513,xmodel,c_zom_zod_zombie_body3_g_rarmoff,3492,0,|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1514,xmodelmesh,c_zom_zod_zombie_body3_g_larmoff_lod0217d3f46,608,232016,|c_zom_zod_zombie_body3_g_larmoff|xmodel|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1515,xmodel,c_zom_zod_zombie_body3_g_larmoff,3488,0,|c_zom_zod_zombie3_nohat|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1516,character,c_zom_zod_zombie3_hat1,23,0,|spawner_zm_zod_zombie4|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1517,image,i_c_zom_zod_zombie_golfcap_skin1_c,291,414896,|mc/mtl_c_zom_zod_zombie_golfcap_skin1|material|c_zom_zod_zombie_hat1_skin1|xmodel|c_zom_zod_zombie1_hat1_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1518,material,mc/mtl_c_zom_zod_zombie_golfcap_skin1,1050,0,|c_zom_zod_zombie_hat1_skin1|xmodel|c_zom_zod_zombie1_hat1_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1519,xmodelmesh,c_zom_zod_zombie_hat1_skin1_lod016b7e286,240,14336,|c_zom_zod_zombie_hat1_skin1|xmodel|c_zom_zod_zombie1_hat1_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1520,xmodel,c_zom_zod_zombie_hat1_skin1,30496,0,|c_zom_zod_zombie1_hat1_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1521,scriptbundle,c_zom_zod_zombie_body1_gib_def_hat1_skin1,792,0,|c_zom_zod_zombie1_hat1_skin1|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1522,image,i_c_t7_zom_zod_zombie_vest_skin1_c,291,1427456,|mc/mtl_c_t7_zom_zod_zombie_vest_skin1|material|c_zom_zod_zombie_body3_g_larmoff_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1523,material,mc/mtl_c_t7_zom_zod_zombie_vest_skin1,1045,0,|c_zom_zod_zombie_body3_g_larmoff_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1524,xmodelmesh,c_zom_zod_zombie_body3_skin1_lod0d776a239,800,423376,|c_zom_zod_zombie_body3_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1525,xmodel,c_zom_zod_zombie_body3_skin1,3508,0,|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1526,image,i_c_zom_zod_zombie_head_2_n,300,712592,|mc/mtl_c_zom_zod_zombie_head_2|material|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1527,image,i_c_zom_zod_zombie_head_2_g,268,371352,|mc/mtl_c_zom_zod_zombie_head_2|material|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1528,image,i_c_zom_zod_zombie_head_2_c,300,742760,|mc/mtl_c_zom_zod_zombie_head_2|material|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1529,material,mc/mtl_c_zom_zod_zombie_head_2,1032,0,|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1530,xmodelmesh,c_zom_zod_zombie_head2_lod0b8527974,552,233952,|c_zom_zod_zombie_head2|xmodel|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1531,xmodel,c_zom_zod_zombie_head2,6856,0,|c_zom_zod_zombie1_hat2|character|spawner_zm_zod_zombie1|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1532,xmodelmesh,c_zom_zod_zombie_body3_g_upclean_skin1_lod05f5c3ab7,520,232016,|c_zom_zod_zombie_body3_g_upclean_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1533,xmodel,c_zom_zod_zombie_body3_g_upclean_skin1,3480,0,|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
1534,xmodelmesh,c_zom_zod_zombie_body3_g_rarmoff_skin1_lod0bf0581c8,616,246384,|c_zom_zod_zombie_body3_g_rarmoff_skin1|xmodel|c_zom_zod_zombie3_nohat_skin1|character|spawner_zm_zod_zombie5|aitype|maps/zm/zm_goldendragon.d3dbsp|col_map|zone_source/zm_goldendragon.zone|csv
